rank,keyword,npscore
1032,체중계,1
1080,칼갈이,5
1030,캬라멜,5
1031,크로노그래프,5
1055,타르타르소스,5
1078,테니스공,3
1025,템페,5
1062,토파즈,5
1042,파니니,5
1064,퍼퓸,5
1071,페이스트리,1
1074,필기구,1
1058,행거,1
1075,호떡,3
1135,거들,2
1107,검출기,2
1130,게이지,2
1120,계란말이,4
1118,고무장갑,2
1127,구충제,4
1125,나쵸,4
1106,누룩,1
1097,닥종이,4
1089,단팥빵,4
1131,대안경,4
1110,독서대,2
1092,디오라마,2
1087,라이플,4
1086,래커,4
1136,밥알,2
1105,벌통,2
1139,베이글,2
1114,보온병,4
1126,부페,2
1109,분류기,4
1095,빵가루,4
1132,사시미,4
1129,산양유,4
1108,삼각대,4
1128,샤시,2
1098,석이버섯,4
1088,성냥,2
1099,수륙양용차,2
1133,수피,2
1101,아이스크림콘,4
1093,인감도장,2
1138,인공감미료,2
1085,인화지,4
1111,장어구이,4
1094,주크박스,2
1124,쥬스,4
1122,즉석식품,4
1083,채리,4
1112,추출기,2
1091,카네이션,2
1117,콩나물밥,4
1103,키친타월,4
1082,타블렛,4
1116,타이츠,4
1096,타피오카,4
1121,테라코타,4
1102,페디큐어,2
1104,페브리즈,4
1115,플라스크,4
1084,필라프,4
1090,핸드크림,4
1134,향수병,4
1100,헤어밴드,4
1123,호각,2
1119,호일,2
1113,화집,4
1137,횟감,4
1163,강장제,1
1188,건빵,2
1140,계량컵,3
1141,기억관,1
1187,나비넥타이,1
1153,농구공,1
1170,다우니,3
1181,드라이플라워,1
1179,디젤동차,3
1167,디카,3
1197,뜰채,3
1162,러그,3
1185,리머,3
1144,마들렌,2
1174,마시멜로,1
1158,맛살,1
1159,매실주,3
1142,매실차,3
1196,머리핀,1
1169,몰딩,1
1180,백미러,1
1171,벽시계,3
1160,병마개,1
1168,보덴,3
1156,빗자루,3
1183,생선국,3
1166,선바이저,3
1148,소세지,3
1176,송편,1
1152,슬롯머신,1
1190,심벌즈,3
1147,쌀가루,3
1173,아귀찜,1
1146,아리수,3
1157,아이젠,3
1175,약쑥,3
1184,양갱,3
1201,양변기,3
1178,에나멜,1
1195,이젤,3
1164,일품요리,3
1172,잡곡밥,3
1194,제사상,1
1200,종이꽃,3
1177,카르보나라,3
1145,카빙,3
1150,커피포트,3
1192,코렐,3
1149,크레용,1
1143,타르트,3
1186,턱받이,1
1161,토트백,3
1189,튀밥,1
1155,팟타이,3
1182,팬케이크,3
1154,펜던트,3
1198,필로,1
1199,허브티,1
1191,헤이즐넛,3
1151,화로구이,3
1193,후르츠,1
1165,후프,3
1259,가래떡,2
1249,게임방,2
1210,게임패드,2
1202,견섬유,2
1256,고량주,2
1257,곡주,2
1267,곱창전골,2
1222,국악기,2
1239,귀석,2
1230,꽃병,2
1216,꽈배기,2
1251,니삭스,2
1221,다식,2
1209,닭도리탕,2
1203,덤벨,2
1211,도검,1
1223,땀복,2
1212,레인코트,2
1229,리코더,2
1240,마노,2
1225,마멀레이드,2
1231,마우스피스,2
1260,모형비행기,2
1245,문풍지,2
1215,바지락조개,2
1205,반사기,2
1266,방독면,2
1204,부동액,2
1258,분리기,2
1255,붕소,2
1264,사라다,2
1218,색종이,2
1238,서프보드,2
1265,숄,2
1232,스키야키,2
1227,신사복,2
1243,쌀통,2
1250,아쟁,2
1235,악세서리,2
1261,안전봉,2
1253,어육,2
1233,오르골,2
1236,오징어순대,2
1241,와플,2
1208,적외선램프,2
1206,전복죽,2
1226,점프수트,2
1207,주걱,2
1217,질량분석기,2
1213,채반,2
1214,체온계,2
1254,추시계,2
1247,츄리닝,2
1237,카올린,2
1248,크로켓,2
1220,크림빵,2
1224,통돼지,2
1263,트렌치코트,2
1234,트롤리,2
1246,판독기,2
1252,펠리스,1
1228,합금철,2
1242,핫초코,2
1219,화선지,2
1244,후라이드,2
1262,후크,2
1383,가스버너,1
1353,갈비구이,1
1298,걸상,1
1330,경항공기,1
1380,고깔모자,1
1346,공명기,1
1273,공합,1
1336,광도계,1
1277,광전지,1
1281,군밤,1
1395,군번줄,1
1382,굴국밥,1
1334,굴라시,1
1286,그라운드시트,1
1332,글라이더,1
1284,급수전,1
1315,기관포,1
1387,꺽쇠,1
1335,내압병,1
1358,널빤지,1
1327,다리미,1
1342,달걀찜,1
1292,담쟁이넝쿨,1
1321,대구탕,1
1320,똑딱이,1
1338,라자냐,1
1343,레몬차,1
1366,루미큐브,1
1377,마이크로폰,1
1279,마트료시카,1
1278,만두피,1
1313,만보기,1
1344,매직테이프,1
1290,맥앤치즈,1
1331,맥주잔,1
1350,모카신,1
1340,목욕실,1
1339,물뿌리개,1
1317,바순,1
1307,반상기,1
1289,반암,1
1394,발진기,1
1367,방안지,1
1396,백설기,1
1300,백설탕,1
1392,버블티,1
1308,복합관,1
1291,북마크,1
1269,분광계,1
1359,브라우니,1
1324,브리또,1
1373,비닐장갑,1
1276,빙하수,1
1348,색장,1
1362,샐러드드레싱,1
1356,생강차,1
1337,선별기,1
1310,셀로판지,1
1303,쇄석,1
1312,쇼콜라,1
1376,수정과,1
1368,스킨로션,1
1302,스타우트,1
1268,스톱워치,1
1333,스프링노트,1
1355,시험기,1
1393,안티몬,1
1288,양복바지,1
1325,양토,1
1371,어죽,1
1349,어탕,1
1311,연재만화,1
1352,열전지,1
1372,염화나트륨,1
1378,영구차,1
1274,오보에,1
1287,옥심,1
1381,왕만두,1
1296,우육,1
1275,유도복,1
1282,유산지,1
1314,응유,1
1270,인산나트륨,1
1326,입욕제,1
1323,잎담배,1
1354,자명종,1
1351,전신선,1
1294,전자석,1
1306,전자수첩,1
1309,전자총,1
1345,제라늄,1
1364,제면기,1
1295,주판,1
1304,준보석,1
1365,채칼,1
1272,천연염료,1
1299,철금,1
1318,철필,1
1385,초벌구이,1
1328,촛대,1
1316,충전제,1
1397,카나페,1
1319,카페모카,1
1360,캔들,1
1341,캔커피,1
1374,커프스단추,1
1389,코넷,1
1390,콩자반,1
1357,크레파스,1
1384,크로노미터,1
1305,크리너,1
1285,타금,1
1361,타피,1
1370,탈리아텔레,1
1363,태엽,1
1297,탬버린,1
1388,턴테이블,1
1375,토끼털,1
1283,토분,1
1386,판목,1
1391,펜촉,1
1369,포장용지,1
1379,프렌치프라이,1
1293,플리스,1
1271,할리갈리,1
1322,할리퀸,1
1347,해독제,1
1301,해물탕,1
1329,허리끈,1
1280,호밀빵,1
